Title:Dreadnought
BPM:192
Artist:Mastermind(xi+nora2r)
Offset:0

1,1266,0
4,1266,0
1,2516,3141
4,3141,0
3,3453,0
2,3766,4391
3,4391,5016
1,5016,5641
4,5641,6266
1,6266,0
1,7516,8141
2,8141,8766
4,8766,10016
2,10016,0
1,10016,12516
4,11266,12516
3,13141,13453
1,13453,13766
3,13766,0
4,13766,0
1,14234,0
4,14703,0
2,15172,0
1,15641,0
3,15953,0
2,16266,0
1,16266,0
4,16578,0
2,17047,0
1,17516,0
3,17984,0
2,18297,18766
4,18766,0
3,18766,0
1,18922,0
3,19078,0
4,19391,0
3,19703,0
2,20016,0
1,20016,0
4,20172,0
2,20328,0
4,20641,20797
2,20953,0
3,21266,0
4,21266,0
1,21422,0
3,21578,0
2,21891,0
1,21891,0
4,22047,0
2,22203,0
3,22516,22828
4,22828,23141
1,23141,0
2,23297,0
3,23453,23766
1,23766,0
4,23766,0
2,23922,0
3,24078,0
4,24391,0
1,24547,0
3,24703,0
2,25016,0
1,25016,0
3,25172,0
4,25328,0
2,25641,0
3,25797,0
1,25953,0
2,26109,0
3,26266,0
4,26266,0
1,26422,0
2,26578,0
4,26891,0
1,26891,0
3,27047,0
2,27203,0
3,27516,0
4,27516,0
1,27672,0
2,27828,0
3,28141,0
1,28297,0
4,28453,0
2,28609,0
4,28766,0
4,28922,0
1,29078,0
3,29234,0
1,29391,0
1,29547,0
4,29703,0
3,29859,0
2,30016,0
2,30172,0
3,30328,0
3,30484,0
1,30641,0
1,30797,0
4,30953,0
4,31109,0
1,31266,32516
2,31266,0
2,31891,32516
4,32516,0
3,32672,0
2,32750,0
4,32828,0
1,32984,0
2,33141,0
3,33219,0
1,33297,0
4,33453,0
2,33453,0
3,33766,0
3,34078,0
4,34391,0
2,34547,0
3,34703,0
1,34859,0
2,35016,0
4,35328,0
3,35484,0
2,35641,0
1,35797,0
3,35953,0
1,36266,0
1,36578,0
4,36891,0
2,37047,0
3,37203,0
2,37359,0
4,37516,0
1,37828,0
3,37984,0
2,38141,0
4,38297,0
3,38453,0
1,38609,0
4,38766,0
3,38766,0
4,39078,0
1,39391,0
2,39547,0
4,39703,0
1,39859,0
2,40016,0
3,40328,0
4,40484,0
2,40641,0
3,40797,0
4,40953,0
3,41266,0
1,41266,0
2,41578,0
3,41891,0
4,41891,0
1,42203,0
4,42359,0
2,42516,0
1,42516,0
4,42828,0
3,42828,0
2,43141,0
3,43453,0
4,43453,43766
1,43766,0
2,43766,0
2,44078,0
4,44391,0
3,44703,0
1,44859,0
2,45016,0
4,45328,0
2,45641,0
1,45953,0
3,46109,0
4,46266,0
4,46578,0
2,46891,0
1,47047,0
3,47203,0
4,47359,0
1,47516,0
2,47828,0
3,48141,0
1,48453,0
1,48609,0
4,48766,0
3,48766,0
3,49078,0
2,49391,0
3,49703,0
1,49859,0
2,50016,0
4,50016,0
2,50328,0
4,50641,0
1,50641,0
2,50953,0
1,51109,0
3,51266,0
4,51266,0
3,51422,0
1,51578,0
1,51734,0
4,51891,0
4,52047,0
2,52203,0
2,52359,0
4,52516,52828
1,52828,0
2,52932,0
3,53036,0
1,53141,0
4,53297,0
2,53453,0
1,53453,53766
4,53766,0
3,53766,0
4,54391,55016
3,55016,55641
2,55641,56266
1,56266,57516
4,57516,58141
3,58141,58766
1,58766,60016
3,60016,60641
2,60641,61266
4,61266,61891
3,61891,62516
2,62516,63766
1,63141,63766
3,63766,0
4,63766,64391
1,64391,65016
2,65016,65641
3,65641,66266
4,66266,67203
1,67203,67516
2,67516,68141
3,68141,68766
4,68766,70016
