Title:I love you
BPM:192
Artist:Nightcore
Offset:0

2,0,0,
2,4133,0,
4,4504,0,
1,4829,0,
4,6083,0,
4,8010,0,
3,8986,0,
3,9171,0,
1,9729,0,
2,9984,0,
4,10332,0,
3,10959,0,
2,11540,0,
1,11981,0,
1,12167,0,
3,12283,0,
2,13049,0,
1,13653,0,
3,13862,0,
4,14140,0,
3,14280,0,
3,14489,0,
4,14628,0,
1,14860,0,
1,15116,0,
1,15603,0,
4,15836,0,
1,16207,0,
2,16323,0,
2,16509,0,
1,16811,0,
2,17066,0,
2,17205,0,
4,17322,0,
2,17554,0,
1,17693,0,
2,17809,0,
2,18041,0,
1,18274,0,
2,18413,0,
4,18715,0,
2,18993,0,
1,19272,0,
4,19527,0,
3,19760,0,
2,19899,0,
1,20247,0,
4,20596,0,
3,20735,0,
3,21083,0,
2,21223,0,
1,21478,0,
2,21710,0,
3,22128,0,
2,22453,0,
2,22685,0,
1,22941,0,
4,23173,0,
2,23405,0,
1,23545,0,
1,23661,0,
4,23916,0,
1,24055,0,
3,24171,0,
2,24659,0,
4,24961,0,
4,25077,0,
2,25402,0,
2,25634,0,
3,25890,0,
2,26122,0,
4,26377,0,
2,26610,0,
1,26865,0,
3,26981,0,
4,27097,0,
3,27353,0,
1,27585,0,
1,27956,0,
2,28072,0,
2,28398,0,
1,28560,0,
4,28932,0,
2,29071,0,
2,29303,0,
2,29559,0,
1,29791,0,
4,30046,0,
3,30185,0,
2,30302,0,
2,30441,0,
1,30720,0,
3,31021,0,
3,31509,0,
1,31997,0,
3,32252,0,
1,32391,0,
2,32879,0,
2,33041,0,
4,33483,0,
2,33854,0,
3,33970,0,
4,34435,0,
2,34806,0,
3,34946,0,
2,35062,0,
4,35178,0,
3,35433,0,
4,35665,0,
4,35921,0,
1,36130,0,
1,36269,0,
4,36385,0,
2,36780,0,
3,36896,0,
2,37151,0,
1,37384,0,
1,37546,0,
1,37802,0,
4,38103,0,
1,38359,0,
3,38730,0,
4,38870,0,
4,38986,0,
3,39102,0,
2,39218,0,
3,39334,0,
1,39590,0,
4,39845,0,
1,40263,0,
3,40379,0,
1,40495,0,
3,40820,0,
1,41052,0,
1,41308,0,
4,41795,0,
2,41935,0,
2,42283,0,
2,42771,0,
4,42933,0,
1,43281,0,
4,43514,0,
1,43746,0,
2,43978,0,
3,44234,0,
3,44605,0,
2,44744,0,
4,44860,0,
3,45209,0,
2,45464,0,
1,45836,0,
1,46207,0,
1,46323,0,
3,46532,0,
2,46788,0,
4,47182,0,
1,47438,0,
4,47577,0,
4,47902,0,
1,48158,0,
3,48320,0,
2,48529,0,
2,48645,0,
4,48901,0,
4,49156,0,
2,49388,0,
3,49504,0,
1,49644,0,
2,49853,0,
2,50015,0,
2,50364,0,
2,50480,0,
2,50665,0,
4,50851,0,
1,51107,0,
2,51594,0,
1,51803,0,
2,52082,0,
3,52314,0,
4,52569,0,
4,53057,0,
1,53313,0,
1,53545,0,
1,53707,0,
4,54032,0,
2,54543,0,
2,54682,0,
1,55008,0,
1,55518,0,
2,56006,0,
3,56378,0,
4,56494,0,
1,56726,0,
4,56981,0,
3,57469,0,
1,57957,0,
3,58328,0,
4,58444,0,
3,58700,0,
3,58816,0,
2,58932,0,
1,59187,0,
1,59419,0,
2,59559,0,
1,59907,0,
1,60302,0,
3,60418,0,
3,60627,0,
4,60882,0,
3,61138,0,
3,61300,0,
2,61440,0,
1,61648,0,
4,61881,0,
1,62368,0,
2,62508,0,
4,62856,0,
4,63344,0,
3,63831,0,
4,64319,0,
3,64574,0,
2,64806,0,
2,64946,0,
4,65201,0,
2,65317,0,
2,65433,0,
4,65782,0,
2,66153,0,
4,66292,0,
3,66525,0,
3,66780,0,
3,67012,0,
2,67268,0,
4,67384,0,
4,67755,0,
4,68127,0,
3,68243,0,
2,68498,0,
4,68731,0,
4,68986,0,
1,69125,0,
3,69241,0,
1,69706,0,
4,70217,0,
4,70449,0,
2,70681,0,
2,70936,0,
2,71192,0,
1,71401,0,
3,71540,0,
1,71680,0,
3,71796,0,
1,72028,0,
4,72167,0,
1,72515,0,
3,72655,0,
4,73142,0,
2,73514,0,
1,73630,0,
2,74001,0,
3,74118,0,
4,74396,0,
1,74605,0,
3,74977,0,
4,75093,0,
2,75464,0,
2,75580,0,
1,75975,0,
1,76091,0,
2,76277,0,
3,76440,0,
3,76556,0,
4,76695,0,
4,76950,0,
4,77067,0,
2,77322,0,
4,77438,0,
4,77554,0,
1,77763,0,
4,77879,0,
4,78042,0,
4,78158,0,
4,78274,0,
4,78529,0,
1,78762,0,
1,79017,0,
1,79505,0,
3,79760,0,
1,79992,0,
4,80248,0,
1,80387,0,
4,80503,0,
2,80991,0,
3,81316,0,
4,81432,0,
3,81734,0,
4,81850,0,
4,81966,0,
4,82198,0,
4,82314,0,
4,82454,0,
3,82941,0,
2,83057,0,
3,83173,0,
1,83429,0,
1,83916,0,
3,84079,0,
2,84404,0,
3,84659,0,
3,84892,0,
2,85356,0,
2,85635,0,
1,85751,0,
4,85867,0,
1,86006,0,
3,86122,0,
3,86238,0,
4,86401,0,
1,86865,0,
4,87074,0,
3,87214,0,
3,87330,0,
2,87516,0,
2,87724,0,
1,87841,0,
3,88073,0,
3,88305,0,
1,88560,0,
4,88700,0,
3,88816,0,
1,89048,0,
2,89303,0,
1,89675,0,
3,89791,0,
1,89930,0,
3,90255,0,
2,90650,0,
1,90766,0,
4,91254,0,
1,91625,0,
2,91742,0,
2,91881,0,
2,92043,0,
4,92206,0,
2,92438,0,
1,92740,0,
2,92856,0,
2,92972,0,
3,93181,0,
2,93483,0,
3,93715,0,
3,93878,0,
3,94203,0,
4,94690,0,
2,95132,0,
1,95550,0,
1,95666,0,
1,95875,0,
3,96153,0,
4,96409,0,
2,96641,0,
2,96803,0,
4,97152,0,
3,97500,0,
3,97639,0,
1,97756,0,
3,97872,0,
2,97988,0,
1,98127,0,
2,98615,0,
3,98731,0,
4,99102,0,
2,99427,0,
3,99543,0,
4,99869,0,
2,100240,0,
2,100542,0,
4,101308,0,
2,101680,0,
3,102028,0,
4,102283,0,
2,102423,0,
1,102539,0,
3,102655,0,
2,102771,0,
2,103026,0,
3,103189,0,
2,103514,0,
1,103746,0,
2,104002,0,
1,104373,0,
1,104489,0,
3,104721,0,
1,104977,0,
1,105232,0,
2,105348,0,
1,105465,0,
4,105604,0,
2,105836,0,
4,105975,0,
4,106208,0,
3,106324,0,
4,106463,0,
2,106579,0,
4,106695,0,
4,106927,0,
4,107183,0,
4,107299,0,
3,107438,0,
4,107554,0,
3,107670,0,
1,107926,0,
3,108158,0,
2,108321,0,
3,108460,0,
3,108599,0,
1,108901,0,
2,109273,0,
2,109389,0,
4,109574,0,
3,109876,0,
2,110364,0,
3,110852,0,
1,111246,0,
2,111618,0,
1,111850,0,
2,111966,0,
4,112198,0,
3,112338,0,
3,112454,0,
4,112686,0,
4,112825,0,
4,113197,0,
2,113313,0,
1,113545,0,
1,113800,0,
4,114288,0,
2,114776,0,
2,115147,0,
4,115263,0,
3,115496,0,
1,115751,0,
4,116146,0,
4,116262,0,
2,116517,0,
3,116726,0,
3,117237,0,
2,117376,0,
3,117539,0,
3,117701,0,
1,117864,0,
2,118212,0,
3,118700,0,
4,119188,0,
4,119675,0,
4,119814,0,
2,120047,0,
2,120163,0,
2,120650,0,
4,121022,0,
3,121138,0,
3,121393,0,
1,121510,0,
1,121626,0,
2,121881,0,
3,122136,0,
2,122601,0,
2,122996,0,
2,123112,0,
2,123344,0,
4,123599,0,
1,123832,0,
3,124087,0,
2,124203,0,
2,124575,0,
2,124760,0,
1,125062,0,
4,125550,0,
1,125945,0,
4,126107,0,
2,126293,0,
3,126525,0,
1,126897,0,
1,127268,0,
1,127756,0,
2,127895,0,
2,128220,0,
2,128476,0,
4,128986,0,
3,129474,0,
1,129845,0,
1,130194,0,
4,130310,0,
2,130426,0,
4,130658,0,
2,130821,0,
4,131192,0,
2,131448,0,
3,132028,0,
3,132423,0,
1,133398,0,
4,133607,0,
1,134002,0,
2,134373,0,
1,135349,0,
2,135743,0,
1,136835,0,
1,137067,0,
1,137229,0,
3,137346,0,
2,137717,0,
3,137949,0,
2,138089,0,
1,138298,0,
4,138669,0,
4,139273,0,
4,139389,0,
3,139668,0,
4,140248,0,
2,140620,0,
3,140968,0,
2,141223,0,
4,141479,0,
1,141595,0,
1,141711,0,
2,141966,0,
3,142082,0,
2,142199,0,
2,142547,0,
3,142663,0,
3,142942,0,
2,143174,0,
1,143313,0,
4,143429,0,
4,143568,0,
4,143685,0,
1,144033,0,
3,144172,0,
4,144451,0,
4,144660,0,
1,144892,0,
3,145008,0,
3,145147,0,
2,145264,0,
2,145380,0,
4,145496,0,
1,145635,0,
3,145751,0,
4,145983,0,
4,146099,0,
4,146308,0,
3,146517,0,
3,146866,0,
3,146982,0,
3,147098,0,
2,147353,0,
1,147469,0,
3,147586,0,
4,147818,0,
1,147957,0,
1,148073,0,
4,148561,0,
1,148816,0,
4,149048,0,
4,149304,0,
4,149559,0,
4,149675,0,
2,149815,0,
2,150024,0,
1,150349,0,
2,150534,0,
4,150767,0,
3,150999,0,
1,151370,0,
2,151510,0,
3,151765,0,
2,151997,0,
2,152369,0,
2,152485,0,
2,152624,0,
4,152740,0,
2,152856,0,
2,152973,0,
4,153228,0,
1,153367,0,
3,153483,0,
3,153623,0,
2,153739,0,
4,153855,0,
3,153971,0,
4,154343,0,
2,154459,0,
1,154644,0,
3,154923,0,
3,155086,0,
2,155295,0,
2,155434,0,
2,155550,0,
3,155689,0,
4,155922,0,
