Title:adrenaline!!! -TV Ver-
BPM:0
Artist:TrySail
Offset:0

2,419,0,
3,419,0,
1,531,0,
3,531,0,
4,531,0,
4,755,0,
1,755,866,
2,755,866,
3,978,1090,
2,978,1090,
4,1202,1314,
3,1202,1314,
1,1426,1538,
2,1426,1538,
3,1650,1762,
1,1650,1762,
2,1874,1986,
4,1874,1986,
4,2098,2210,
3,2098,2210,
2,2322,2434,
1,2322,2434,
3,2546,0,
1,2546,2657,
4,2546,2657,
2,2769,2881,
4,2769,2881,
3,2993,3105,
4,2993,3105,
2,3217,3329,
1,3217,3329,
1,3441,3553,
3,3441,3553,
2,3665,3777,
4,3665,3777,
4,3889,4001,
3,3889,4001,
1,4113,4225,
2,4113,4225,
1,4337,4449,
3,4337,0,
4,4337,4449,
3,4449,4560,
2,4560,4672,
1,4560,4672,
4,4784,4896,
3,4784,4896,
2,4896,0,
1,5008,5120,
4,5008,5120,
2,5120,0,
3,5232,0,
4,5232,0,
2,5344,0,
1,5344,0,
3,5456,0,
4,5456,0,
2,5568,0,
1,5568,0,
3,5680,0,
4,5680,0,
2,5792,0,
1,5792,0,
3,5904,0,
4,5904,0,
2,6016,0,
1,6016,0,
3,6128,6240,
4,6128,6240,
4,6463,6575,
2,6463,6575,
1,6799,6911,
3,6799,6911,
1,7023,7247,
4,7023,7247,
2,7247,0,
1,7471,0,
3,7471,0,
4,7471,7919,
2,7695,0,
1,7919,0,
3,7919,0,
2,7919,0,
2,8143,0,
4,8143,0,
2,8366,0,
1,8366,8478,
3,8478,0,
4,8478,8590,
2,8590,0,
1,8590,0,
3,8702,8926,
4,8814,0,
1,8814,0,
2,9038,0,
4,9038,9150,
1,9262,9374,
3,9262,0,
2,9374,0,
4,9374,0,
1,9486,0,
3,9486,9598,
2,9710,0,
4,9710,9822,
3,9934,0,
1,9934,10046,
4,10157,10269,
2,10157,0,
3,10269,0,
1,10269,10381,
4,10381,0,
2,10381,0,
3,10493,10717,
2,10605,0,
1,10605,0,
1,10829,0,
4,10829,10941,
3,11053,0,
2,11053,11165,
1,11165,0,
4,11165,0,
3,11277,11389,
2,11277,0,
1,11501,0,
4,11501,0,
1,11725,0,
2,11725,0,
3,11949,0,
4,11949,12060,
2,12060,0,
1,12060,12172,
3,12172,0,
4,12172,0,
2,12284,12508,
4,12396,0,
3,12396,0,
1,12620,0,
3,12620,12732,
4,12844,0,
1,12844,12956,
2,12956,0,
3,12956,0,
1,13068,0,
4,13068,13180,
3,13292,0,
2,13292,13404,
1,13516,0,
4,13516,13628,
2,13740,13852,
1,13740,0,
4,13852,13963,
3,13852,0,
2,13963,0,
1,13963,0,
3,14075,14187,
1,14187,0,
4,14187,0,
3,14299,0,
2,14299,0,
4,14411,0,
1,14411,0,
3,14523,0,
2,14523,0,
4,14635,0,
1,14635,0,
3,14747,0,
2,14747,0,
4,14859,0,
1,14859,0,
2,14971,0,
1,15083,0,
4,15083,0,
3,15083,0,
2,15419,0,
4,15531,15643,
3,15754,0,
1,15866,15978,
4,16090,16202,
2,16202,0,
3,16314,16426,
1,16426,0,
4,16426,16762,
3,16650,16762,
2,16874,0,
1,16874,0,
3,16874,0,
4,17098,0,
3,17098,0,
2,17210,17322,
1,17322,0,
4,17322,0,
2,17434,0,
3,17434,17546,
1,17546,0,
4,17546,0,
2,17657,17769,
3,17769,0,
1,17769,0,
4,17881,17993,
2,17993,0,
3,17993,0,
1,18105,18217,
4,18217,0,
3,18329,0,
2,18329,18441,
4,18441,0,
1,18441,18553,
